PERSON TYPE,PER,ORIG PURPOSE,TIME USE
FULL TIME WORKER,20,SCHOOL,61
FULL TIME WORKER,20,ESCORT,52
FULL TIME WORKER,20,SHOP,984
FULL TIME WORKER,20,MEAL,749
FULL TIME WORKER,20,SOC AND REC,440
FULL TIME WORKER,20,COMMUTE,1183
FULL TIME WORKER,20,OTHER,31
FULL TIME WORKER,21,HOME,5761
FULL TIME WORKER,21,WORK,14640
FULL TIME WORKER,21,SCHOOL,59
FULL TIME WORKER,21,ESCORT,65
FULL TIME WORKER,21,SHOP,1015
FULL TIME WORKER,21,MEAL,606
FULL TIME WORKER,21,SOC AND REC,438
FULL TIME WORKER,21,COMMUTE,1129
FULL TIME WORKER,21,OTHER,17
FULL TIME WORKER,22,HOME,5835
FULL TIME WORKER,22,WORK,14725
FULL TIME WORKER,22,SCHOOL,61
FULL TIME WORKER,22,ESCORT,69
FULL TIME WORKER,22,SHOP,1014
FULL TIME WORKER,22,MEAL,430
FULL TIME WORKER,22,SOC AND REC,445
FULL TIME WORKER,22,COMMUTE,1136
FULL TIME WORKER,22,OTHER,14
FULL TIME WORKER,23,HOME,5781
FULL TIME WORKER,23,WORK,14764
FULL TIME WORKER,23,SCHOOL,45
FULL TIME WORKER,23,ESCORT,60
FULL TIME WORKER,23,SHOP,1068
FULL TIME WORKER,23,MEAL,337
FULL TIME WORKER,23,SOC AND REC,487
FULL TIME WORKER,23,COMMUTE,1162
FULL TIME WORKER,23,OTHER,24
FULL TIME WORKER,24,HOME,5804
FULL TIME WORKER,24,WORK,14713
FULL TIME WORKER,24,SCHOOL,49
FULL TIME WORKER,24,ESCORT,69
FULL TIME WORKER,24,SHOP,1029
FULL TIME WORKER,24,MEAL,342
FULL TIME WORKER,24,SOC AND REC,457
FULL TIME WORKER,24,COMMUTE,1238
FULL TIME WORKER,24,OTHER,28
FULL TIME WORKER,25,HOME,5984
FULL TIME WORKER,25,WORK,14447
FULL TIME WORKER,25,SCHOOL,54
FULL TIME WORKER,25,ESCORT,107
FULL TIME WORKER,25,SHOP,940
FULL TIME WORKER,25,MEAL,300
FULL TIME WORKER,25,SOC AND REC,426
FULL TIME WORKER,25,COMMUTE,1442
FULL TIME WORKER,25,OTHER,28
FULL TIME WORKER,26,HOME,6443
FULL TIME WORKER,26,WORK,13768
FULL TIME WORKER,26,SCHOOL,44
FULL TIME WORKER,26,ESCORT,88
FULL TIME WORKER,26,SHOP,964
FULL TIME WORKER,26,MEAL,285
FULL TIME WORKER,26,SOC AND REC,457
FULL TIME WORKER,26,COMMUTE,1649
FULL TIME WORKER,26,OTHER,31
FULL TIME WORKER,27,HOME,7167
FULL TIME WORKER,27,WORK,12688
FULL TIME WORKER,27,SCHOOL,59
FULL TIME WORKER,27,ESCORT,126
FULL TIME WORKER,27,SHOP,987
FULL TIME WORKER,27,MEAL,298
FULL TIME WORKER,27,SOC AND REC,427
FULL TIME WORKER,27,COMMUTE,1946
FULL TIME WORKER,27,OTHER,31
FULL TIME WORKER,28,HOME,7973
FULL TIME WORKER,28,WORK,11018
FULL TIME WORKER,28,SCHOOL,76
FULL TIME WORKER,28,ESCORT,125
FULL TIME WORKER,28,SHOP,934
FULL TIME WORKER,28,MEAL,261
FULL TIME WORKER,28,SOC AND REC,444
FULL TIME WORKER,28,COMMUTE,2870
FULL TIME WORKER,28,OTHER,27
FULL TIME WORKER,29,HOME,9195
FULL TIME WORKER,29,WORK,8928
FULL TIME WORKER,29,SCHOOL,68
FULL TIME WORKER,29,ESCORT,127
FULL TIME WORKER,29,SHOP,1039
FULL TIME WORKER,29,MEAL,348
FULL TIME WORKER,29,SOC AND REC,683
FULL TIME WORKER,29,COMMUTE,3299
FULL TIME WORKER,29,OTHER,42
FULL TIME WORKER,30,HOME,10743
FULL TIME WORKER,30,WORK,6175
FULL TIME WORKER,30,SCHOOL,69
FULL TIME WORKER,30,ESCORT,114
FULL TIME WORKER,30,SHOP,1081
FULL TIME WORKER,30,MEAL,414
FULL TIME WORKER,30,SOC AND REC,1007
FULL TIME WORKER,30,COMMUTE,4071
FULL TIME WORKER,30,OTHER,54
FULL TIME WORKER,31,HOME,12755
FULL TIME WORKER,31,WORK,4052
FULL TIME WORKER,31,SCHOOL,88
FULL TIME WORKER,31,ESCORT,111
FULL TIME WORKER,31,SHOP,1025
FULL TIME WORKER,31,MEAL,560
FULL TIME WORKER,31,SOC AND REC,1243
FULL TIME WORKER,31,COMMUTE,3848
FULL TIME WORKER,31,OTHER,47
FULL TIME WORKER,32,HOME,14241
FULL TIME WORKER,32,WORK,2818
FULL TIME WORKER,32,SCHOOL,125
FULL TIME WORKER,32,ESCORT,104
FULL TIME WORKER,32,SHOP,1053
FULL TIME WORKER,32,MEAL,768
FULL TIME WORKER,32,SOC AND REC,1443
FULL TIME WORKER,32,COMMUTE,3126
FULL TIME WORKER,32,OTHER,50
FULL TIME WORKER,33,HOME,15614
FULL TIME WORKER,33,WORK,2326
FULL TIME WORKER,33,SCHOOL,164
FULL TIME WORKER,33,ESCORT,97
FULL TIME WORKER,33,SHOP,904
FULL TIME WORKER,33,MEAL,760
FULL TIME WORKER,33,SOC AND REC,1530
FULL TIME WORKER,33,COMMUTE,2282
FULL TIME WORKER,33,OTHER,51
FULL TIME WORKER,34,HOME,16697
FULL TIME WORKER,34,WORK,1984
FULL TIME WORKER,34,SCHOOL,180
FULL TIME WORKER,34,ESCORT,55
FULL TIME WORKER,34,SHOP,799
FULL TIME WORKER,34,MEAL,725
FULL TIME WORKER,34,SOC AND REC,1410
FULL TIME WORKER,34,COMMUTE,1806
FULL TIME WORKER,34,OTHER,75
FULL TIME WORKER,35,HOME,17897
FULL TIME WORKER,35,WORK,1668
FULL TIME WORKER,35,SCHOOL,170
FULL TIME WORKER,35,ESCORT,46
FULL TIME WORKER,35,SHOP,623
FULL TIME WORKER,35,MEAL,702
FULL TIME WORKER,35,SOC AND REC,1192
FULL TIME WORKER,35,COMMUTE,1353
FULL TIME WORKER,35,OTHER,78
FULL TIME WORKER,36,HOME,19100
FULL TIME WORKER,36,WORK,1218
FULL TIME WORKER,36,SCHOOL,83
FULL TIME WORKER,36,ESCORT,49
FULL TIME WORKER,36,SHOP,449
FULL TIME WORKER,36,MEAL,556
FULL TIME WORKER,36,SOC AND REC,962
FULL TIME WORKER,36,COMMUTE,1233
FULL TIME WORKER,36,OTHER,78
FULL TIME WORKER,37,HOME,20261
FULL TIME WORKER,37,WORK,976
FULL TIME WORKER,37,SCHOOL,52
FULL TIME WORKER,37,ESCORT,32
FULL TIME WORKER,37,SHOP,254
FULL TIME WORKER,37,MEAL,465
FULL TIME WORKER,37,SOC AND REC,718
FULL TIME WORKER,37,COMMUTE,894
FULL TIME WORKER,37,OTHER,77
FULL TIME WORKER,38,HOME,20926
FULL TIME WORKER,38,WORK,792
FULL TIME WORKER,38,SCHOOL,15
FULL TIME WORKER,38,ESCORT,22
FULL TIME WORKER,38,SHOP,169
FULL TIME WORKER,38,MEAL,371
FULL TIME WORKER,38,SOC AND REC,565
FULL TIME WORKER,38,COMMUTE,789
FULL TIME WORKER,38,OTHER,79
FULL TIME WORKER,39,HOME,21590
FULL TIME WORKER,39,WORK,615
FULL TIME WORKER,39,SCHOOL,6
FULL TIME WORKER,39,ESCORT,18
FULL TIME WORKER,39,SHOP,120
FULL TIME WORKER,39,MEAL,273
FULL TIME WORKER,39,SOC AND REC,400
FULL TIME WORKER,39,COMMUTE,625
FULL TIME WORKER,39,OTHER,82
FULL TIME WORKER,40,HOME,22182
FULL TIME WORKER,40,WORK,484
FULL TIME WORKER,40,SCHOOL,0
FULL TIME WORKER,40,ESCORT,17
FULL TIME WORKER,40,SHOP,108
FULL TIME WORKER,40,MEAL,147
FULL TIME WORKER,40,SOC AND REC,248
FULL TIME WORKER,40,COMMUTE,461
FULL TIME WORKER,40,OTHER,82
FULL TIME WORKER,41,HOME,22514
FULL TIME WORKER,41,WORK,408
FULL TIME WORKER,41,SCHOOL,0
FULL TIME WORKER,41,ESCORT,16
FULL TIME WORKER,41,SHOP,84
FULL TIME WORKER,41,MEAL,83
FULL TIME WORKER,41,SOC AND REC,144
FULL TIME WORKER,41,COMMUTE,396
FULL TIME WORKER,41,OTHER,82
FULL TIME WORKER,42,HOME,22799
FULL TIME WORKER,42,WORK,328
FULL TIME WORKER,42,SCHOOL,0
FULL TIME WORKER,42,ESCORT,18
FULL TIME WORKER,42,SHOP,82
FULL TIME WORKER,42,MEAL,63
FULL TIME WORKER,42,SOC AND REC,89
FULL TIME WORKER,42,COMMUTE,267
FULL TIME WORKER,42,OTHER,82
FULL TIME WORKER,43,HOME,23015
FULL TIME WORKER,43,WORK,242
FULL TIME WORKER,43,SCHOOL,0
FULL TIME WORKER,43,ESCORT,15
FULL TIME WORKER,43,SHOP,41
FULL TIME WORKER,43,MEAL,40
FULL TIME WORKER,43,SOC AND REC,50
FULL TIME WORKER,43,COMMUTE,235
FULL TIME WORKER,43,OTHER,89
FULL TIME WORKER,44,HOME,23128
FULL TIME WORKER,44,WORK,184
FULL TIME WORKER,44,SCHOOL,0
FULL TIME WORKER,44,ESCORT,16
FULL TIME WORKER,44,SHOP,33
FULL TIME WORKER,44,MEAL,45
FULL TIME WORKER,44,SOC AND REC,49
FULL TIME WORKER,44,COMMUTE,182
FULL TIME WORKER,44,OTHER,91
FULL TIME WORKER,45,HOME,23171
FULL TIME WORKER,45,WORK,160
FULL TIME WORKER,45,SCHOOL,0
FULL TIME WORKER,45,ESCORT,14
FULL TIME WORKER,45,SHOP,23
FULL TIME WORKER,45,MEAL,44
FULL TIME WORKER,45,SOC AND REC,48
FULL TIME WORKER,45,COMMUTE,182
FULL TIME WORKER,45,OTHER,87
FULL TIME WORKER,46,HOME,23200
FULL TIME WORKER,46,WORK,159
FULL TIME WORKER,46,SCHOOL,0
FULL TIME WORKER,46,ESCORT,14
FULL TIME WORKER,46,SHOP,24
FULL TIME WORKER,46,MEAL,40
FULL TIME WORKER,46,SOC AND REC,39
FULL TIME WORKER,46,COMMUTE,170
FULL TIME WORKER,46,OTHER,82
FULL TIME WORKER,47,HOME,23241
FULL TIME WORKER,47,WORK,146
FULL TIME WORKER,47,SCHOOL,0
FULL TIME WORKER,47,ESCORT,14
FULL TIME WORKER,47,SHOP,20
FULL TIME WORKER,47,MEAL,47
FULL TIME WORKER,47,SOC AND REC,34
FULL TIME WORKER,47,COMMUTE,142
FULL TIME WORKER,47,OTHER,84
FULL TIME WORKER,48,HOME,23245
FULL TIME WORKER,48,WORK,137
FULL TIME WORKER,48,SCHOOL,0
FULL TIME WORKER,48,ESCORT,8
FULL TIME WORKER,48,SHOP,20
FULL TIME WORKER,48,MEAL,52
FULL TIME WORKER,48,SOC AND REC,34
FULL TIME WORKER,48,COMMUTE,149
FULL TIME WORKER,48,OTHER,85
PART TIME WORKER,1,HOME,4445
PART TIME WORKER,1,WORK,13
PART TIME WORKER,1,SCHOOL,0
PART TIME WORKER,1,ESCORT,3
PART TIME WORKER,1,SHOP,20
PART TIME WORKER,1,MEAL,2
PART TIME WORKER,1,SOC AND REC,17
PART TIME WORKER,1,COMMUTE,41
PART TIME WORKER,1,OTHER,34
PART TIME WORKER,2,HOME,4437
PART TIME WORKER,2,WORK,21
PART TIME WORKER,2,SCHOOL,0
PART TIME WORKER,2,ESCORT,3
PART TIME WORKER,2,SHOP,26
PART TIME WORKER,2,MEAL,2
PART TIME WORKER,2,SOC AND REC,17
PART TIME WORKER,2,COMMUTE,35
PART TIME WORKER,2,OTHER,34
PART TIME WORKER,3,HOME,4428
PART TIME WORKER,3,WORK,30
PART TIME WORKER,3,SCHOOL,0
PART TIME WORKER,3,ESCORT,3
PART TIME WORKER,3,SHOP,30
PART TIME WORKER,3,MEAL,2
PART TIME WORKER,3,SOC AND REC,17
PART TIME WORKER,3,COMMUTE,31
PART TIME WORKER,3,OTHER,34
PART TIME WORKER,4,HOME,4415
PART TIME WORKER,4,WORK,53
PART TIME WORKER,4,SCHOOL,0
PART TIME WORKER,4,ESCORT,3
PART TIME WORKER,4,SHOP,20
PART TIME WORKER,4,MEAL,2
PART TIME WORKER,4,SOC AND REC,17
PART TIME WORKER,4,COMMUTE,31
PART TIME WORKER,4,OTHER,34
PART TIME WORKER,5,HOME,4365
PART TIME WORKER,5,WORK,83
PART TIME WORKER,5,SCHOOL,0
PART TIME WORKER,5,ESCORT,3
PART TIME WORKER,5,SHOP,20
PART TIME WORKER,5,MEAL,2
PART TIME WORKER,5,SOC AND REC,17
PART TIME WORKER,5,COMMUTE,51
PART TIME WORKER,5,OTHER,34
PART TIME WORKER,6,HOME,4279
PART TIME WORKER,6,WORK,122
PART TIME WORKER,6,SCHOOL,6
PART TIME WORKER,6,ESCORT,3
PART TIME WORKER,6,SHOP,35
PART TIME WORKER,6,MEAL,2
PART TIME WORKER,6,SOC AND REC,17
PART TIME WORKER,6,COMMUTE,78
PART TIME WORKER,6,OTHER,34
PART TIME WORKER,7,HOME,4155
PART TIME WORKER,7,WORK,141
PART TIME WORKER,7,SCHOOL,4
PART TIME WORKER,7,ESCORT,3
PART TIME WORKER,7,SHOP,35
PART TIME WORKER,7,MEAL,2
PART TIME WORKER,7,SOC AND REC,33
PART TIME WORKER,7,COMMUTE,168
PART TIME WORKER,7,OTHER,33
PART TIME WORKER,8,HOME,3922
PART TIME WORKER,8,WORK,198
PART TIME WORKER,8,SCHOOL,17
PART TIME WORKER,8,ESCORT,11
PART TIME WORKER,8,SHOP,31
PART TIME WORKER,8,MEAL,9
PART TIME WORKER,8,SOC AND REC,35
PART TIME WORKER,8,COMMUTE,318
PART TIME WORKER,8,OTHER,33
PART TIME WORKER,9,HOME,3579
PART TIME WORKER,9,WORK,301
PART TIME WORKER,9,SCHOOL,137
PART TIME WORKER,9,ESCORT,9
PART TIME WORKER,9,SHOP,63
PART TIME WORKER,9,MEAL,11
PART TIME WORKER,9,SOC AND REC,46
PART TIME WORKER,9,COMMUTE,396
PART TIME WORKER,9,OTHER,33
PART TIME WORKER,10,HOME,3345
PART TIME WORKER,10,WORK,544
PART TIME WORKER,10,SCHOOL,166
PART TIME WORKER,10,ESCORT,6
PART TIME WORKER,10,SHOP,71
PART TIME WORKER,10,MEAL,5
PART TIME WORKER,10,SOC AND REC,60
PART TIME WORKER,10,COMMUTE,344
PART TIME WORKER,10,OTHER,33
PART TIME WORKER,11,HOME,3035
PART TIME WORKER,11,WORK,723
PART TIME WORKER,11,SCHOOL,193
PART TIME WORKER,11,ESCORT,12
PART TIME WORKER,11,SHOP,90
PART TIME WORKER,11,MEAL,11
PART TIME WORKER,11,SOC AND REC,75
PART TIME WORKER,11,COMMUTE,406
PART TIME WORKER,11,OTHER,30
PART TIME WORKER,12,HOME,2750
PART TIME WORKER,12,WORK,891
PART TIME WORKER,12,SCHOOL,254
PART TIME WORKER,12,ESCORT,11
PART TIME WORKER,12,SHOP,99
PART TIME WORKER,12,MEAL,17
PART TIME WORKER,12,SOC AND REC,120
PART TIME WORKER,12,COMMUTE,423
PART TIME WORKER,12,OTHER,9
PART TIME WORKER,13,HOME,2386
PART TIME WORKER,13,WORK,1023
PART TIME WORKER,13,SCHOOL,302
PART TIME WORKER,13,ESCORT,18
PART TIME WORKER,13,SHOP,110
PART TIME WORKER,13,MEAL,39
PART TIME WORKER,13,SOC AND REC,261
PART TIME WORKER,13,COMMUTE,425
PART TIME WORKER,13,OTHER,9
PART TIME WORKER,14,HOME,2234
PART TIME WORKER,14,WORK,1131
PART TIME WORKER,14,SCHOOL,316
PART TIME WORKER,14,ESCORT,15
PART TIME WORKER,14,SHOP,166
PART TIME WORKER,14,MEAL,51
PART TIME WORKER,14,SOC AND REC,294
PART TIME WORKER,14,COMMUTE,357
PART TIME WORKER,14,OTHER,10
PART TIME WORKER,15,HOME,2115
PART TIME WORKER,15,WORK,1174
PART TIME WORKER,15,SCHOOL,326
PART TIME WORKER,15,ESCORT,9
PART TIME WORKER,15,SHOP,248
PART TIME WORKER,15,MEAL,38
PART TIME WORKER,15,SOC AND REC,287
PART TIME WORKER,15,COMMUTE,370
PART TIME WORKER,15,OTHER,8
PART TIME WORKER,16,HOME,2124
PART TIME WORKER,16,WORK,1209
PART TIME WORKER,16,SCHOOL,336
PART TIME WORKER,16,ESCORT,11
PART TIME WORKER,16,SHOP,312
PART TIME WORKER,16,MEAL,24
PART TIME WORKER,16,SOC AND REC,197
PART TIME WORKER,16,COMMUTE,353
PART TIME WORKER,16,OTHER,8
PART TIME WORKER,17,HOME,2051
PART TIME WORKER,17,WORK,1292
PART TIME WORKER,17,SCHOOL,323
PART TIME WORKER,17,ESCORT,13
PART TIME WORKER,17,SHOP,380
PART TIME WORKER,17,MEAL,42
PART TIME WORKER,17,SOC AND REC,105
PART TIME WORKER,17,COMMUTE,363
PART TIME WORKER,17,OTHER,8
PART TIME WORKER,18,HOME,2022
PART TIME WORKER,18,WORK,1291
PART TIME WORKER,18,SCHOOL,322
PART TIME WORKER,18,ESCORT,12
PART TIME WORKER,18,SHOP,364
PART TIME WORKER,18,MEAL,35
PART TIME WORKER,18,SOC AND REC,91
PART TIME WORKER,18,COMMUTE,433
PART TIME WORKER,18,OTHER,4
PART TIME WORKER,19,HOME,2023
PART TIME WORKER,19,WORK,1318
PART TIME WORKER,19,SCHOOL,314
PART TIME WORKER,19,ESCORT,14
PART TIME WORKER,19,SHOP,338
PART TIME WORKER,19,MEAL,89
PART TIME WORKER,19,SOC AND REC,98
PART TIME WORKER,19,COMMUTE,375
PART TIME WORKER,19,OTHER,4
PART TIME WORKER,20,HOME,1983
PART TIME WORKER,20,WORK,1263
PART TIME WORKER,20,SCHOOL,294
PART TIME WORKER,20,ESCORT,17
PART TIME WORKER,20,SHOP,363
PART TIME WORKER,20,MEAL,183
PART TIME WORKER,20,SOC AND REC,117
PART TIME WORKER,20,COMMUTE,349
PART TIME WORKER,20,OTHER,4
PART TIME WORKER,21,HOME,1951
PART TIME WORKER,21,WORK,1285
PART TIME WORKER,21,SCHOOL,300
PART TIME WORKER,21,ESCORT,21
PART TIME WORKER,21,SHOP,370
PART TIME WORKER,21,MEAL,142
PART TIME WORKER,21,SOC AND REC,135
PART TIME WORKER,21,COMMUTE,367
PART TIME WORKER,21,OTHER,4
PART TIME WORKER,22,HOME,2031
PART TIME WORKER,22,WORK,1297
PART TIME WORKER,22,SCHOOL,311
PART TIME WORKER,22,ESCORT,16
PART TIME WORKER,22,SHOP,378
PART TIME WORKER,22,MEAL,48
PART TIME WORKER,22,SOC AND REC,135
PART TIME WORKER,22,COMMUTE,353
PART TIME WORKER,22,OTHER,5
PART TIME WORKER,23,HOME,2029
PART TIME WORKER,23,WORK,1278
PART TIME WORKER,23,SCHOOL,277
PART TIME WORKER,23,ESCORT,14
PART TIME WORKER,23,SHOP,371
PART TIME WORKER,23,MEAL,52
PART TIME WORKER,23,SOC AND REC,106
PART TIME WORKER,23,COMMUTE,441
PART TIME WORKER,23,OTHER,6
PART TIME WORKER,24,HOME,2100
PART TIME WORKER,24,WORK,1205
PART TIME WORKER,24,SCHOOL,242
PART TIME WORKER,24,ESCORT,20
PART TIME WORKER,24,SHOP,356
PART TIME WORKER,24,MEAL,43
PART TIME WORKER,24,SOC AND REC,208
PART TIME WORKER,24,COMMUTE,394
PART TIME WORKER,24,OTHER,7
PART TIME WORKER,25,HOME,2074
PART TIME WORKER,25,WORK,1220
PART TIME WORKER,25,SCHOOL,206
PART TIME WORKER,25,ESCORT,28
PART TIME WORKER,25,SHOP,290
PART TIME WORKER,25,MEAL,30
PART TIME WORKER,25,SOC AND REC,252
PART TIME WORKER,25,COMMUTE,464
PART TIME WORKER,25,OTHER,10
PART TIME WORKER,26,HOME,2239
PART TIME WORKER,26,WORK,1203
PART TIME WORKER,26,SCHOOL,167
PART TIME WORKER,26,ESCORT,27
PART TIME WORKER,26,SHOP,236
PART TIME WORKER,26,MEAL,21
PART TIME WORKER,26,SOC AND REC,255
PART TIME WORKER,26,COMMUTE,415
PART TIME WORKER,26,OTHER,11
PART TIME WORKER,27,HOME,2300
PART TIME WORKER,27,WORK,1108
PART TIME WORKER,27,SCHOOL,132
PART TIME WORKER,27,ESCORT,40
PART TIME WORKER,27,SHOP,286
PART TIME WORKER,27,MEAL,28
PART TIME WORKER,27,SOC AND REC,240
PART TIME WORKER,27,COMMUTE,429
PART TIME WORKER,27,OTHER,11
PART TIME WORKER,28,HOME,2451
PART TIME WORKER,28,WORK,936
PART TIME WORKER,28,SCHOOL,123
PART TIME WORKER,28,ESCORT,35
PART TIME WORKER,28,SHOP,257
PART TIME WORKER,28,MEAL,43
PART TIME WORKER,28,SOC AND REC,219
PART TIME WORKER,28,COMMUTE,500
PART TIME WORKER,28,OTHER,11
PART TIME WORKER,29,HOME,2666
PART TIME WORKER,29,WORK,827
PART TIME WORKER,29,SCHOOL,120
PART TIME WORKER,29,ESCORT,36
PART TIME WORKER,29,SHOP,230
PART TIME WORKER,29,MEAL,57
PART TIME WORKER,29,SOC AND REC,210
PART TIME WORKER,29,COMMUTE,418
PART TIME WORKER,29,OTHER,11
PART TIME WORKER,30,HOME,2681
PART TIME WORKER,30,WORK,639
PART TIME WORKER,30,SCHOOL,142
PART TIME WORKER,30,ESCORT,29
PART TIME WORKER,30,SHOP,319
PART TIME WORKER,30,MEAL,62
PART TIME WORKER,30,SOC AND REC,197
PART TIME WORKER,30,COMMUTE,494
PART TIME WORKER,30,OTHER,11
PART TIME WORKER,31,HOME,2853
PART TIME WORKER,31,WORK,562
PART TIME WORKER,31,SCHOOL,146
PART TIME WORKER,31,ESCORT,24
PART TIME WORKER,31,SHOP,247
PART TIME WORKER,31,MEAL,72
PART TIME WORKER,31,SOC AND REC,215
PART TIME WORKER,31,COMMUTE,445
PART TIME WORKER,31,OTHER,11
PART TIME WORKER,32,HOME,3067
PART TIME WORKER,32,WORK,508
PART TIME WORKER,32,SCHOOL,152
PART TIME WORKER,32,ESCORT,18
PART TIME WORKER,32,SHOP,151
PART TIME WORKER,32,MEAL,64
PART TIME WORKER,32,SOC AND REC,252
PART TIME WORKER,32,COMMUTE,352
PART TIME WORKER,32,OTHER,11
PART TIME WORKER,33,HOME,3209
PART TIME WORKER,33,WORK,456
PART TIME WORKER,33,SCHOOL,144
PART TIME WORKER,33,ESCORT,31
PART TIME WORKER,33,SHOP,122
PART TIME WORKER,33,MEAL,55
PART TIME WORKER,33,SOC AND REC,269
PART TIME WORKER,33,COMMUTE,276
PART TIME WORKER,33,OTHER,12
PART TIME WORKER,34,HOME,3313
PART TIME WORKER,34,WORK,439
PART TIME WORKER,34,SCHOOL,137
PART TIME WORKER,34,ESCORT,26
PART TIME WORKER,34,SHOP,110
PART TIME WORKER,34,MEAL,89
PART TIME WORKER,34,SOC AND REC,259
PART TIME WORKER,34,COMMUTE,190
PART TIME WORKER,34,OTHER,11
PART TIME WORKER,35,HOME,3312
PART TIME WORKER,35,WORK,392
PART TIME WORKER,35,SCHOOL,121
PART TIME WORKER,35,ESCORT,28
PART TIME WORKER,35,SHOP,120
PART TIME WORKER,35,MEAL,158
PART TIME WORKER,35,SOC AND REC,261
PART TIME WORKER,35,COMMUTE,171
PART TIME WORKER,35,OTHER,11
PART TIME WORKER,36,HOME,3428
PART TIME WORKER,36,WORK,331
PART TIME WORKER,36,SCHOOL,73
PART TIME WORKER,36,ESCORT,32
PART TIME WORKER,36,SHOP,101
PART TIME WORKER,36,MEAL,156
PART TIME WORKER,36,SOC AND REC,240
PART TIME WORKER,36,COMMUTE,203
PART TIME WORKER,36,OTHER,11
PART TIME WORKER,37,HOME,3630
PART TIME WORKER,37,WORK,278
PART TIME WORKER,37,SCHOOL,42
PART TIME WORKER,37,ESCORT,28
PART TIME WORKER,37,SHOP,72
PART TIME WORKER,37,MEAL,148
PART TIME WORKER,37,SOC AND REC,188
PART TIME WORKER,37,COMMUTE,177
PART TIME WORKER,37,OTHER,11
PART TIME WORKER,38,HOME,3774
PART TIME WORKER,38,WORK,197
PART TIME WORKER,38,SCHOOL,13
PART TIME WORKER,38,ESCORT,25
PART TIME WORKER,38,SHOP,64
PART TIME WORKER,38,MEAL,139
PART TIME WORKER,38,SOC AND REC,115
PART TIME WORKER,38,COMMUTE,235
PART TIME WORKER,38,OTHER,12
PART TIME WORKER,39,HOME,3992
PART TIME WORKER,39,WORK,133
PART TIME WORKER,39,SCHOOL,12
PART TIME WORKER,39,ESCORT,25
PART TIME WORKER,39,SHOP,57
PART TIME WORKER,39,MEAL,106
PART TIME WORKER,39,SOC AND REC,84
PART TIME WORKER,39,COMMUTE,152
PART TIME WORKER,39,OTHER,12
PART TIME WORKER,40,HOME,4230
PART TIME WORKER,40,WORK,86
PART TIME WORKER,40,SCHOOL,4
PART TIME WORKER,40,ESCORT,19
PART TIME WORKER,40,SHOP,41
PART TIME WORKER,40,MEAL,15
PART TIME WORKER,40,SOC AND REC,75
PART TIME WORKER,40,COMMUTE,93
PART TIME WORKER,40,OTHER,12
PART TIME WORKER,41,HOME,4302
PART TIME WORKER,41,WORK,47
PART TIME WORKER,41,SCHOOL,4
PART TIME WORKER,41,ESCORT,16
PART TIME WORKER,41,SHOP,49
PART TIME WORKER,41,MEAL,11
PART TIME WORKER,41,SOC AND REC,69
PART TIME WORKER,41,COMMUTE,63
PART TIME WORKER,41,OTHER,12
PART TIME WORKER,42,HOME,4361
PART TIME WORKER,42,WORK,39
PART TIME WORKER,42,SCHOOL,4
PART TIME WORKER,42,ESCORT,4
PART TIME WORKER,42,SHOP,32
PART TIME WORKER,42,MEAL,14
PART TIME WORKER,42,SOC AND REC,60
PART TIME WORKER,42,COMMUTE,48
PART TIME WORKER,42,OTHER,12
PART TIME WORKER,43,HOME,4406
PART TIME WORKER,43,WORK,33
PART TIME WORKER,43,SCHOOL,4
PART TIME WORKER,43,ESCORT,3
PART TIME WORKER,43,SHOP,26
PART TIME WORKER,43,MEAL,10
PART TIME WORKER,43,SOC AND REC,54
PART TIME WORKER,43,COMMUTE,25
PART TIME WORKER,43,OTHER,12
PART TIME WORKER,44,HOME,4461
PART TIME WORKER,44,WORK,14
PART TIME WORKER,44,SCHOOL,0
PART TIME WORKER,44,ESCORT,3
PART TIME WORKER,44,SHOP,26
PART TIME WORKER,44,MEAL,2
PART TIME WORKER,44,SOC AND REC,47
PART TIME WORKER,44,COMMUTE,9
PART TIME WORKER,44,OTHER,12
PART TIME WORKER,45,HOME,4468
PART TIME WORKER,45,WORK,14
PART TIME WORKER,45,SCHOOL,0
PART TIME WORKER,45,ESCORT,3
PART TIME WORKER,45,SHOP,26
PART TIME WORKER,45,MEAL,2
PART TIME WORKER,45,SOC AND REC,34
PART TIME WORKER,45,COMMUTE,15
PART TIME WORKER,45,OTHER,12
PART TIME WORKER,46,HOME,4476
PART TIME WORKER,46,WORK,10
PART TIME WORKER,46,SCHOOL,0
PART TIME WORKER,46,ESCORT,3
PART TIME WORKER,46,SHOP,26
PART TIME WORKER,46,MEAL,2
PART TIME WORKER,46,SOC AND REC,34
PART TIME WORKER,46,COMMUTE,11
PART TIME WORKER,46,OTHER,12
PART TIME WORKER,47,HOME,4487
PART TIME WORKER,47,WORK,10
PART TIME WORKER,47,SCHOOL,0
PART TIME WORKER,47,ESCORT,3
PART TIME WORKER,47,SHOP,26
PART TIME WORKER,47,MEAL,2
PART TIME WORKER,47,SOC AND REC,34
PART TIME WORKER,47,COMMUTE,0
PART TIME WORKER,47,OTHER,12
PART TIME WORKER,48,HOME,4487
PART TIME WORKER,48,WORK,10
PART TIME WORKER,48,SCHOOL,0
PART TIME WORKER,48,ESCORT,3
PART TIME WORKER,48,SHOP,26
PART TIME WORKER,48,MEAL,2
PART TIME WORKER,48,SOC AND REC,34
PART TIME WORKER,48,COMMUTE,1
